Datetime,Open,High,Low,Close,Adj Close,Volume
2019-11-18 09:30:00-05:00,150.07000732421875,150.16000366210938,149.05999755859375,149.16000366210938,149.16000366210938,4569634
2019-11-18 10:30:00-05:00,149.15499877929688,149.52999877929688,148.97999572753906,149.25,149.25,2886211
2019-11-18 11:30:00-05:00,149.2449951171875,150.0399932861328,149.19000244140625,149.67779541015625,149.67779541015625,2317505
2019-11-18 12:30:00-05:00,149.67190551757812,149.9600067138672,149.58999633789062,149.9499969482422,149.9499969482422,989470
2019-11-18 13:30:00-05:00,149.9499969482422,150.5500030517578,149.9423065185547,150.41099548339844,150.41099548339844,2489304
2019-11-18 14:30:00-05:00,150.4149932861328,150.4698944091797,150.07000732421875,150.2100067138672,150.2100067138672,1983499
2019-11-18 15:30:00-05:00,150.20249938964844,150.33999633789062,150.0850067138672,150.33999633789062,150.33999633789062,2650436
2019-11-19 09:30:00-05:00,150.89999389648438,151.1300048828125,150.1999969482422,150.88999938964844,150.88999938964844,4753447
2019-11-19 10:30:00-05:00,150.8800048828125,150.89999389648438,150.27000427246094,150.6739959716797,150.6739959716797,2469926
2019-11-19 11:30:00-05:00,150.67999267578125,151.3300018310547,150.63999938964844,151.1999969482422,151.1999969482422,2750388
2019-11-19 12:30:00-05:00,151.20120239257812,151.2050018310547,150.6909942626953,150.74000549316406,150.74000549316406,1790432
2019-11-19 13:30:00-05:00,150.72999572753906,150.8800048828125,150.6300048828125,150.67999267578125,150.67999267578125,1758255
2019-11-19 14:30:00-05:00,150.68499755859375,150.69000244140625,150.3699951171875,150.44590759277344,150.44590759277344,1932599
2019-11-19 15:30:00-05:00,150.44500732421875,150.58999633789062,150.22000122070312,150.38999938964844,150.38999938964844,3102570
2019-11-20 09:30:00-05:00,149.84849548339844,150.8000030517578,149.8300018310547,150.22500610351562,150.22500610351562,5146055
2019-11-20 10:30:00-05:00,150.22000122070312,150.46499633789062,150.07000732421875,150.27000427246094,150.27000427246094,2289002
2019-11-20 11:30:00-05:00,150.27000427246094,150.30499267578125,149.9600067138672,150.0850067138672,150.0850067138672,1825248
2019-11-20 12:30:00-05:00,150.08999633789062,150.17999267578125,148.4600067138672,148.60000610351562,148.60000610351562,5571560
2019-11-20 13:30:00-05:00,148.61000061035156,149.44000244140625,148.57000732421875,149.4001007080078,149.4001007080078,2850797
2019-11-20 14:30:00-05:00,149.39999389648438,149.60000610351562,149.17999267578125,149.17999267578125,149.17999267578125,1842856
2019-11-20 15:30:00-05:00,149.16000366210938,149.61000061035156,149.0800018310547,149.42999267578125,149.42999267578125,1800151
2019-11-21 09:30:00-05:00,149.4600067138672,149.77000427246094,148.82000732421875,148.9199981689453,148.9199981689453,3358792
2019-11-21 10:30:00-05:00,148.91000366210938,149.38499450683594,148.50100708007812,149.27000427246094,149.27000427246094,2097842
2019-11-21 11:30:00-05:00,149.272705078125,149.3300018310547,148.97999572753906,149.27000427246094,149.27000427246094,2837668
2019-11-21 12:30:00-05:00,149.27999877929688,149.66000366210938,149.25,149.5449981689453,149.5449981689453,1160438
2019-11-21 13:30:00-05:00,149.5449981689453,149.64999389648438,149.2449951171875,149.58999633789062,149.58999633789062,1188236
2019-11-21 14:30:00-05:00,149.59010314941406,149.8000030517578,149.4499969482422,149.57350158691406,149.57350158691406,1258538
2019-11-21 15:30:00-05:00,149.5749969482422,149.67999267578125,149.1999969482422,149.49000549316406,149.49000549316406,2252743
2019-11-22 09:30:00-05:00,150.07000732421875,150.27000427246094,149.41000366210938,149.4250030517578,149.4250030517578,3588416
2019-11-22 10:30:00-05:00,149.4199981689453,149.4499969482422,148.82000732421875,149.14999389648438,149.14999389648438,2443643
2019-11-22 11:30:00-05:00,149.16000366210938,149.41000366210938,149.02999877929688,149.15499877929688,149.15499877929688,1277602
2019-11-22 12:30:00-05:00,149.16000366210938,149.47999572753906,149.14999389648438,149.4199981689453,149.4199981689453,832879
2019-11-22 13:30:00-05:00,149.4199981689453,149.4499969482422,149.1199951171875,149.1300048828125,149.1300048828125,992568
2019-11-22 14:30:00-05:00,149.13499450683594,149.52999877929688,149.10000610351562,149.5,149.5,1357156
2019-11-22 15:30:00-05:00,149.49000549316406,149.64999389648438,149.25,149.6300048828125,149.6300048828125,1908513
2019-11-25 09:30:00-05:00,150.0,150.77000427246094,149.9199981689453,150.52000427246094,150.52000427246094,3607675
2019-11-25 10:30:00-05:00,150.5216064453125,150.9600067138672,150.52000427246094,150.9199981689453,150.9199981689453,1957767
2019-11-25 11:30:00-05:00,150.89999389648438,150.93899536132812,150.66000366210938,150.73440551757812,150.73440551757812,1651897
2019-11-25 12:30:00-05:00,150.7301025390625,150.8300018310547,150.6699981689453,150.7947998046875,150.7947998046875,1061326
2019-11-25 13:30:00-05:00,150.8000030517578,151.0399932861328,150.77999877929688,150.99000549316406,150.99000549316406,1394648
2019-11-25 14:30:00-05:00,150.99000549316406,151.0500030517578,150.92999267578125,151.0449981689453,151.0449981689453,2137358
2019-11-25 15:30:00-05:00,151.0500030517578,151.35000610351562,150.99000549316406,151.22470092773438,151.22470092773438,2883878
2019-11-26 09:30:00-05:00,151.36000061035156,152.17999267578125,151.32000732421875,152.00999450683594,152.00999450683594,4011636
2019-11-26 10:30:00-05:00,151.97000122070312,152.18499755859375,151.8800048828125,152.05999755859375,152.05999755859375,1736114
2019-11-26 11:30:00-05:00,152.05999755859375,152.11000061035156,151.88999938964844,152.02000427246094,152.02000427246094,1367120
2019-11-26 12:30:00-05:00,152.00999450683594,152.1699981689453,151.92999267578125,152.00999450683594,152.00999450683594,1071092
2019-11-26 13:30:00-05:00,152.00999450683594,152.02000427246094,151.90499877929688,151.9633026123047,151.9633026123047,1293709
2019-11-26 14:30:00-05:00,151.96009826660156,152.1300048828125,151.86000061035156,152.08999633789062,152.08999633789062,1602899
2019-11-26 15:30:00-05:00,152.08999633789062,152.4199981689453,151.92999267578125,152.0,152.0,2694102
2019-11-27 09:30:00-05:00,152.3300018310547,152.5,151.52000427246094,151.9600067138672,151.9600067138672,3670214
2019-11-27 10:30:00-05:00,151.97000122070312,152.27000427246094,151.9199981689453,152.2100067138672,152.2100067138672,1682580
2019-11-27 11:30:00-05:00,152.2100067138672,152.35000610351562,152.10000610351562,152.1999969482422,152.1999969482422,1263129
2019-11-27 12:30:00-05:00,152.19500732421875,152.28500366210938,152.0500030517578,152.05499267578125,152.05499267578125,1175399
2019-11-27 13:30:00-05:00,152.05499267578125,152.16000366210938,151.9499969482422,152.0446014404297,152.0446014404297,1257934
2019-11-27 14:30:00-05:00,152.0449981689453,152.07000732421875,151.92999267578125,152.0050048828125,152.0050048828125,1342012
2019-11-27 15:30:00-05:00,152.00999450683594,152.35000610351562,151.97999572753906,152.33999633789062,152.33999633789062,1685053
2019-11-29 09:30:00-05:00,152.10000610351562,152.3000030517578,151.4499969482422,151.8574981689453,151.8574981689453,2654296
2019-11-29 10:30:00-05:00,151.86000061035156,152.00999450683594,151.5500030517578,151.5800018310547,151.5800018310547,1522393
