Datetime,Open,High,Low,Close,Adj Close,Volume
2019-11-20 09:30:00-05:00,5.539999961853027,5.539999961853027,5.380000114440918,5.5,5.5,460637
2019-11-20 10:30:00-05:00,5.505000114440918,5.534999847412109,5.449999809265137,5.489999771118164,5.489999771118164,291702
2019-11-20 11:30:00-05:00,5.489999771118164,5.510000228881836,5.46999979019165,5.474999904632568,5.474999904632568,162473
2019-11-20 12:30:00-05:00,5.480000019073486,5.5,5.360099792480469,5.414999961853027,5.414999961853027,441803
2019-11-20 13:30:00-05:00,5.409999847412109,5.460000038146973,5.384200096130371,5.449999809265137,5.449999809265137,299473
2019-11-20 14:30:00-05:00,5.449999809265137,5.510000228881836,5.425000190734863,5.510000228881836,5.510000228881836,379851
2019-11-20 15:30:00-05:00,5.5,5.5,5.449999809265137,5.46999979019165,5.46999979019165,399925
2019-11-21 09:30:00-05:00,5.449999809265137,5.579999923706055,5.349999904632568,5.446000099182129,5.446000099182129,527425
2019-11-21 10:30:00-05:00,5.440000057220459,5.46999979019165,5.380000114440918,5.414999961853027,5.414999961853027,284933
2019-11-21 11:30:00-05:00,5.414999961853027,5.545000076293945,5.409999847412109,5.514999866485596,5.514999866485596,235483
2019-11-21 12:30:00-05:00,5.510000228881836,5.519999980926514,5.449999809265137,5.480000019073486,5.480000019073486,349932
2019-11-21 13:30:00-05:00,5.480000019073486,5.53000020980835,5.460000038146973,5.460000038146973,5.460000038146973,202416
2019-11-21 14:30:00-05:00,5.465000152587891,5.46999979019165,5.425000190734863,5.465000152587891,5.465000152587891,308985
2019-11-21 15:30:00-05:00,5.465000152587891,5.510000228881836,5.440000057220459,5.5,5.5,755474
2019-11-22 09:30:00-05:00,5.590000152587891,5.590000152587891,5.5,5.559999942779541,5.559999942779541,426172
2019-11-22 10:30:00-05:00,5.559999942779541,5.78000020980835,5.550000190734863,5.760000228881836,5.760000228881836,937685
2019-11-22 11:30:00-05:00,5.760000228881836,5.829999923706055,5.71999979019165,5.829999923706055,5.829999923706055,422687
2019-11-22 12:30:00-05:00,5.829999923706055,5.849999904632568,5.690000057220459,5.690000057220459,5.690000057220459,366418
2019-11-22 13:30:00-05:00,5.690000057220459,5.75,5.664999961853027,5.710000038146973,5.710000038146973,361667
2019-11-22 14:30:00-05:00,5.71999979019165,5.730000019073486,5.670000076293945,5.679999828338623,5.679999828338623,375344
2019-11-22 15:30:00-05:00,5.684999942779541,5.690000057220459,5.650000095367432,5.659999847412109,5.659999847412109,532329
2019-11-25 09:30:00-05:00,5.670000076293945,5.869999885559082,5.630000114440918,5.849999904632568,5.849999904632568,874899
2019-11-25 10:30:00-05:00,5.849999904632568,5.880000114440918,5.789999961853027,5.880000114440918,5.880000114440918,340978
2019-11-25 11:30:00-05:00,5.869999885559082,5.960000038146973,5.849999904632568,5.954999923706055,5.954999923706055,272203
2019-11-25 12:30:00-05:00,5.954999923706055,6.059999942779541,5.949999809265137,5.954999923706055,5.954999923706055,399311
2019-11-25 13:30:00-05:00,5.954999923706055,6.003499984741211,5.949999809265137,5.965000152587891,5.965000152587891,190030
2019-11-25 14:30:00-05:00,5.965000152587891,6.0,5.960000038146973,6.0,6.0,198130
2019-11-25 15:30:00-05:00,6.0,6.039999961853027,5.989999771118164,6.039999961853027,6.039999961853027,336832
2019-11-26 09:30:00-05:00,6.03000020980835,6.170000076293945,6.010000228881836,6.065000057220459,6.065000057220459,480715
2019-11-26 10:30:00-05:00,6.065000057220459,6.139999866485596,6.059999942779541,6.130000114440918,6.130000114440918,297855
2019-11-26 11:30:00-05:00,6.135000228881836,6.195000171661377,6.099999904632568,6.184999942779541,6.184999942779541,238051
2019-11-26 12:30:00-05:00,6.184999942779541,6.21619987487793,6.170000076293945,6.199999809265137,6.199999809265137,254405
2019-11-26 13:30:00-05:00,6.210000038146973,6.260000228881836,6.139999866485596,6.159999847412109,6.159999847412109,399096
2019-11-26 14:30:00-05:00,6.159999847412109,6.179999828338623,6.079999923706055,6.079999923706055,6.079999923706055,350121
2019-11-26 15:30:00-05:00,6.079999923706055,6.110000133514404,6.050000190734863,6.110000133514404,6.110000133514404,470866
2019-11-27 09:30:00-05:00,6.099999904632568,6.179999828338623,6.019999980926514,6.099999904632568,6.099999904632568,519872
2019-11-27 10:30:00-05:00,6.09499979019165,6.15500020980835,6.090000152587891,6.144999980926514,6.144999980926514,299441
2019-11-27 11:30:00-05:00,6.135000228881836,6.235000133514404,6.130000114440918,6.210000038146973,6.210000038146973,366926
2019-11-27 12:30:00-05:00,6.210000038146973,6.340000152587891,6.190000057220459,6.28000020980835,6.28000020980835,563629
2019-11-27 13:30:00-05:00,6.274400234222412,6.320000171661377,6.239999771118164,6.309999942779541,6.309999942779541,206845
2019-11-27 14:30:00-05:00,6.315000057220459,6.358399868011475,6.289999961853027,6.300000190734863,6.300000190734863,339665
2019-11-27 15:30:00-05:00,6.300000190734863,6.389999866485596,6.295000076293945,6.340000152587891,6.340000152587891,612939
2019-11-29 09:30:00-05:00,6.329999923706055,6.349999904632568,6.235000133514404,6.300000190734863,6.300000190734863,366782
2019-11-29 10:30:00-05:00,6.300000190734863,6.315000057220459,6.260000228881836,6.300000190734863,6.300000190734863,215902
2019-11-29 11:30:00-05:00,6.309999942779541,6.389999866485596,6.264999866485596,6.360000133514404,6.360000133514404,362759
2019-11-29 13:00:00-05:00,6.369999885559082,6.380000114440918,6.28000020980835,6.340000152587891,6.340000152587891,0
2019-12-02 09:30:00-05:00,6.349999904632568,6.460000038146973,6.239999771118164,6.264999866485596,6.264999866485596,603147
2019-12-02 10:30:00-05:00,6.260000228881836,6.309999942779541,6.239999771118164,6.260000228881836,6.260000228881836,225272
2019-12-02 11:30:00-05:00,6.264999866485596,6.28000020980835,6.179999828338623,6.179999828338623,6.179999828338623,161349
2019-12-02 12:30:00-05:00,6.1844000816345215,6.199999809265137,6.139999866485596,6.159999847412109,6.159999847412109,168688
2019-12-02 13:30:00-05:00,6.150000095367432,6.170000076293945,6.119999885559082,6.135000228881836,6.135000228881836,166490
